driver-pairs,distance
"(1, '24', '16')",47.61799093877497
"(1, '24', '10')",53.939213696608114
"(1, '24', '77')",53.01850864424349
"(1, '24', '63')",54.16835905646286
"(1, '24', '4')",53.11703255258371
"(1, '77', '18')",55.44962123399714
"(1, '77', '2')",51.36469245519539
"(1, '77', '81')",49.33687623142371
"(1, '77', '20')",47.65446451989594
"(1, '77', '31')",48.67833862661147
"(1, '77', '14')",48.5660017043867
"(1, '77', '11')",46.88131237670883
"(1, '77', '22')",inf
"(1, '77', '1')",50.18708920722403
"(1, '77', '27')",56.01609399362987
"(1, '77', '40')",54.612470358074766
"(1, '77', '55')",55.84854251294591
"(1, '77', '44')",50.05414240929904
"(1, '77', '23')",54.07840030334719
"(1, '77', '16')",49.71137450012983
"(1, '77', '10')",53.71536636425746
"(1, '77', '24')",52.662471441831094
"(1, '77', '63')",52.382348681271516
"(1, '77', '4')",53.453835624352386
"(1, '63', '18')",55.04653870227599
"(1, '63', '2')",51.36834991755032
"(1, '63', '81')",51.39091116789058
"(1, '63', '20')",48.290155464169814
"(1, '63', '31')",49.24887480148782
"(1, '63', '14')",50.26491983624447
"(1, '63', '11')",47.56474825551301
"(1, '63', '22')",inf
"(1, '63', '1')",51.086796978501255
"(1, '63', '27')",55.609585299401346
"(1, '63', '40')",55.09152195870126
"(1, '63', '55')",55.93205038716974
"(1, '63', '44')",50.941398323872654
"(1, '63', '23')",54.19196508614115
"(1, '63', '16')",50.34989546279685
"(1, '63', '10')",53.54410171425585
"(1, '63', '24')",53.32566498649339
"(1, '63', '77')",52.262503948725744
"(1, '63', '4')",53.537894281465114
"(1, '4', '18')",56.81517117946344
"(1, '4', '2')",51.39281908993544
"(1, '4', '81')",49.12016077522545
"(1, '4', '20')",49.31383393493378
"(1, '4', '31')",50.072805869846974
"(1, '4', '14')",49.079563606377185
"(1, '4', '11')",47.42301792692647
"(1, '4', '22')",inf
"(1, '4', '1')",52.54425328194157
"(1, '4', '27')",56.03235248702579
"(1, '4', '40')",56.527613141037165
"(1, '4', '55')",57.612475854045435
"(1, '4', '44')",51.33193991703123
"(1, '4', '23')",54.71916256815391
"(1, '4', '16')",53.55242674484585
"(1, '4', '10')",53.94518319468046
"(1, '4', '24')",52.95709336799353
"(1, '4', '77')",52.22851086706083
"(1, '4', '63')",52.51905770249004
"(2, '18', '2')",50.951517320019555
"(2, '18', '81')",56.01923725241741
"(2, '18', '20')",51.20554188708533
"(2, '18', '31')",53.82494824738704
"(2, '18', '14')",50.25480767232124
"(2, '18', '11')",54.17154343321558
"(2, '18', '22')",inf
"(2, '18', '1')",53.90726473574012
"(2, '18', '27')",49.20521194238883
"(2, '18', '40')",50.591333759690365
"(2, '18', '55')",50.652740238595726
"(2, '18', '44')",55.52472452172346
"(2, '18', '23')",53.240889788755815
"(2, '18', '16')",51.51683924776579
"(2, '18', '10')",49.146243811179964
"(2, '18', '24')",55.86469542797852
"(2, '18', '77')",48.815787154139535
"(2, '18', '63')",62.20818347487259
"(2, '18', '4')",55.92898667947797
"(2, '2', '18')",55.99776032637508
"(2, '2', '81')",55.539115297050216
"(2, '2', '20')",51.1583361557369
"(2, '2', '31')",55.5574004963415
"(2, '2', '14')",49.02436960031436
"(2, '2', '11')",54.06210214412371
"(2, '2', '22')",inf
"(2, '2', '1')",53.93172200484481
"(2, '2', '27')",50.12540956029745
"(2, '2', '40')",50.586337135439166
"(2, '2', '55')",49.98222315574424
"(2, '2', '44')",54.936022519877675
"(2, '2', '23')",53.15527515685061
"(2, '2', '16')",50.510782329280346
"(2, '2', '10')",47.89407259541955
"(2, '2', '24')",56.31684624453756
"(2, '2', '77')",48.873416717230015
"(2, '2', '63')",62.38191321627271
"(2, '2', '4')",55.472841156412564
"(2, '81', '18')",57.328867435027746
"(2, '81', '2')",51.04980808158944
"(2, '81', '20')",51.582977536019875
"(2, '81', '31')",56.060500887837115
"(2, '81', '14')",50.34742730094015
"(2, '81', '11')",55.39697848661393
"(2, '81', '22')",inf
"(2, '81', '1')",52.10852162273354
"(2, '81', '27')",51.03416989560304
"(2, '81', '40')",50.28139636683969
"(2, '81', '55')",48.57396609876333
"(2, '81', '44')",52.862674254194566
"(2, '81', '23')",53.55709237292753
"(2, '81', '16')",51.61774619535687
"(2, '81', '10')",49.638752399733775
"(2, '81', '24')",56.114647982365916
"(2, '81', '77')",51.21704984169171
"(2, '81', '63')",60.323358014391246
"(2, '81', '4')",54.5121302970061
"(2, '20', '18')",58.08879029255683
"(2, '20', '2')",51.36749577075302
"(2, '20', '81')",55.48059198843354
"(2, '20', '31')",55.63666367197886
"(2, '20', '14')",49.174691918514526
"(2, '20', '11')",54.035595691425634
"(2, '20', '22')",inf
"(2, '20', '1')",53.46155612481128
"(2, '20', '27')",51.00606004921992
"(2, '20', '40')",50.32022401213012
"(2, '20', '55')",49.22448890671795
"(2, '20', '44')",54.39289883699807
"(2, '20', '23')",53.939481965130206
"(2, '20', '16')",51.96938895845216
"(2, '20', '10')",50.34748020018599
"(2, '20', '24')",57.15790207779458
"(2, '20', '77')",49.30643413187032
"(2, '20', '63')",62.65927592843501
"(2, '20', '4')",54.652215296147105
"(2, '31', '18')",57.932848053074316
"(2, '31', '2')",50.844859080212146
"(2, '31', '81')",55.60024949062181
"(2, '31', '20')",51.13326013982912
"(2, '31', '14')",49.054472196486344
"(2, '31', '11')",54.11262658851535
"(2, '31', '22')",inf
"(2, '31', '1')",52.36209923162667
"(2, '31', '27')",51.199396831154935
"(2, '31', '40')",50.439095310772856
"(2, '31', '55')",48.692877107626394
"(2, '31', '44')",53.985256846345635
"(2, '31', '23')",54.596164323246974
"(2, '31', '16')",52.443548832025705
"(2, '31', '10')",49.13408903306128
"(2, '31', '24')",56.35656963476464
"(2, '31', '77')",49.65126720791495
"(2, '31', '63')",60.9446198714894
"(2, '31', '4')",54.35738167167429
"(2, '14', '18')",57.48563390561994
"(2, '14', '2')",52.10986418034632
"(2, '14', '81')",56.240375373052885
"(2, '14', '20')",51.452198143222816
"(2, '14', '31')",55.78050671219888
"(2, '14', '11')",54.144331133355664
"(2, '14', '22')",inf
"(2, '14', '1')",53.36999216473714
"(2, '14', '27')",48.896960650764285
"(2, '14', '40')",50.73054637308605
"(2, '14', '55')",50.28223528311594
"(2, '14', '44')",57.332483883862494
"(2, '14', '23')",53.82797470601773
"(2, '14', '16')",49.87764886375378
"(2, '14', '10')",49.39059310945364
"(2, '14', '24')",57.56215355607065
"(2, '14', '77')",48.823031222677095
"(2, '14', '63')",64.44110500123158
"(2, '14', '4')",58.196817294782704
"(2, '11', '18')",57.532781959423154
"(2, '11', '2')",50.981398358058186
"(2, '11', '81')",55.29010548242537
"(2, '11', '20')",50.89724004324086
"(2, '11', '31')",55.31694376575605
"(2, '11', '14')",47.375938629714156
"(2, '11', '22')",inf
"(2, '11', '1')",53.94937632865793
"(2, '11', '27')",49.68115290863091
"(2, '11', '40')",51.18536674992871
"(2, '11', '55')",49.347724971686866
"(2, '11', '44')",54.979866124115475
"(2, '11', '23')",54.47207835492653
"(2, '11', '16')",50.93257653801247
"(2, '11', '10')",49.5358694536634
"(2, '11', '24')",57.3442539385002
"(2, '11', '77')",50.51267226092134
"(2, '11', '63')",62.44663939101254
"(2, '11', '4')",56.192208883739255
"(2, '22', '18')",inf
"(2, '22', '2')",inf
"(2, '22', '81')",inf
"(2, '22', '20')",inf
"(2, '22', '31')",inf
"(2, '22', '14')",inf
"(2, '22', '11')",inf
"(2, '22', '1')",inf
"(2, '22', '27')",inf
"(2, '22', '40')",inf
"(2, '22', '55')",inf
"(2, '22', '44')",inf
"(2, '22', '23')",inf
"(2, '22', '16')",inf
"(2, '22', '10')",inf
"(2, '22', '24')",inf
"(2, '22', '77')",inf
"(2, '22', '63')",inf
"(2, '22', '4')",inf
"(2, '1', '18')",57.62233885410269
"(2, '1', '2')",51.95967631028515
"(2, '1', '81')",55.415000635008035
"(2, '1', '20')",51.868614871529616
"(2, '1', '31')",55.70788181510413
"(2, '1', '14')",44.45699120351371
"(2, '1', '11')",53.34304200638885
"(2, '1', '22')",inf
"(2, '1', '27')",48.678907177626094
"(2, '1', '40')",52.16774275007284
"(2, '1', '55')",51.08513003306186
"(2, '1', '44')",54.55005404134864
"(2, '1', '23')",53.3110864252844
"(2, '1', '16')",50.30540267521549
"(2, '1', '10')",50.887561982766485
"(2, '1', '24')",56.439770226639496
"(2, '1', '77')",50.873514194324535
"(2, '1', '63')",63.20699673309573
"(2, '1', '4')",54.66202901512288
"(2, '27', '18')",59.09816221961262
"(2, '27', '2')",52.08680048537888
"(2, '27', '81')",56.409534191803466
"(2, '27', '20')",52.75152309771889
"(2, '27', '31')",55.81766065489277
"(2, '27', '14')",42.61017359587101
"(2, '27', '11')",53.756255130513686
"(2, '27', '22')",inf
"(2, '27', '1')",53.619880601318755
"(2, '27', '40')",54.80089030098621
"(2, '27', '55')",53.49974679046621
"(2, '27', '44')",57.014284919759774
"(2, '27', '23')",54.298038857025084
"(2, '27', '16')",48.40733552804158
"(2, '27', '10')",54.124227116695614
"(2, '27', '24')",58.91718146357401
"(2, '27', '77')",54.090695079003126
"(2, '27', '63')",65.0087646275064
"(2, '27', '4')",55.26735295616077
"(2, '40', '18')",57.67061812690808
"(2, '40', '2')",51.94403690377148
"(2, '40', '81')",54.14807713624389
"(2, '40', '20')",51.01478185675105
"(2, '40', '31')",53.3396379159445
"(2, '40', '14')",50.030681283995115
"(2, '40', '11')",53.53168134139652
"(2, '40', '22')",inf
"(2, '40', '1')",53.434827365876394
"(2, '40', '27')",51.27598164968301
"(2, '40', '55')",49.006461197547054
"(2, '40', '44')",54.16824132956588
"(2, '40', '23')",53.06786556867219
"(2, '40', '16')",52.53087058164116
"(2, '40', '10')",48.09108160452581
"(2, '40', '24')",56.611685564839384
"(2, '40', '77')",49.22204174904487
"(2, '40', '63')",61.03583243016639
"(2, '40', '4')",52.803783577236814
"(2, '55', '18')",56.428613021768655
"(2, '55', '2')",47.20295179601999
"(2, '55', '81')",53.533028507177185
"(2, '55', '20')",48.05035321884986
"(2, '55', '31')",52.400144208179306
"(2, '55', '14')",50.03004381031492
"(2, '55', '11')",52.17115820835325
"(2, '55', '22')",inf
"(2, '55', '1')",52.437665105722786
"(2, '55', '27')",47.5366139034269
"(2, '55', '40')",46.96714826906263
"(2, '55', '44')",52.32849455334032
"(2, '55', '23')",51.71364700987465
"(2, '55', '16')",49.877676719164214
"(2, '55', '10')",44.401232324302974
"(2, '55', '24')",55.29153256500493
"(2, '55', '77')",44.980805041548265
"(2, '55', '63')",61.62818381140036
"(2, '55', '4')",51.536604185037184
"(2, '44', '18')",59.46117845449528
"(2, '44', '2')",53.36345427122033
"(2, '44', '81')",54.75916951506019
"(2, '44', '20')",54.286374579108205
"(2, '44', '31')",56.69655263135468
"(2, '44', '14')",51.4521647838443
"(2, '44', '11')",55.395431598653
"(2, '44', '22')",inf
"(2, '44', '1')",56.01252994456605
"(2, '44', '27')",52.29738411163996
"(2, '44', '40')",53.53166659048469
"(2, '44', '55')",51.14191303045983
"(2, '44', '23')",55.50855776431233
"(2, '44', '16')",53.11301414258194
"(2, '44', '10')",51.996123981389076
"(2, '44', '24')",58.15806500452873
"(2, '44', '77')",51.965361520417396
"(2, '44', '63')",63.806837891975164
"(2, '44', '4')",53.09599787289561
"(2, '23', '18')",58.50723988618955
"(2, '23', '2')",52.17159888700727
"(2, '23', '81')",55.793417923644846
"(2, '23', '20')",52.69038913723589
"(2, '23', '31')",56.09312792872912
"(2, '23', '14')",47.092813439459526
"(2, '23', '11')",54.88643066841228
"(2, '23', '22')",inf
"(2, '23', '1')",54.19796290242959
"(2, '23', '27')",50.00612831919801
"(2, '23', '40')",52.626860899024216
"(2, '23', '55')",50.979569903947414
"(2, '23', '44')",55.75569989299982
"(2, '23', '16')",50.45639810082039
"(2, '23', '10')",51.491264248890985
"(2, '23', '24')",57.49295209290624
"(2, '23', '77')",51.7495487453753
"(2, '23', '63')",63.273641561239316
"(2, '23', '4')",55.61322001363577
"(2, '16', '18')",58.24209252691054
"(2, '16', '2')",50.92302712206739
"(2, '16', '81')",55.99609302547009
"(2, '16', '20')",50.555118379493585
"(2, '16', '31')",55.96547754932312
"(2, '16', '14')",46.31168970783269
"(2, '16', '11')",54.39467705873254
"(2, '16', '22')",inf
"(2, '16', '1')",54.06081817614659
"(2, '16', '27')",49.52517537902807
"(2, '16', '40')",50.209672370845354
"(2, '16', '55')",50.08258967072691
"(2, '16', '44')",56.07287045573509
"(2, '16', '23')",53.94658734821691
"(2, '16', '10')",51.23685622839056
"(2, '16', '24')",56.81740292184102
"(2, '16', '77')",49.6654752987929
"(2, '16', '63')",63.81590547652028
"(2, '16', '4')",54.466985639555794
"(2, '10', '18')",57.27385332611753
"(2, '10', '2')",50.03052987449028
"(2, '10', '81')",54.81415254961601
"(2, '10', '20')",50.86382166353047
"(2, '10', '31')",55.6567425316706
"(2, '10', '14')",51.89088596800352
"(2, '10', '11')",54.2601842398028
"(2, '10', '22')",inf
"(2, '10', '1')",53.7899325596547
"(2, '10', '27')",50.228297201686765
"(2, '10', '40')",49.34285050796571
"(2, '10', '55')",48.674356820562686
"(2, '10', '44')",54.34461379605149
"(2, '10', '23')",53.191860994513114
"(2, '10', '16')",51.35795024751329
"(2, '10', '24')",55.79126388496165
"(2, '10', '77')",49.160881603113786
"(2, '10', '63')",62.104653162793426
"(2, '10', '4')",53.693002466703106
"(2, '24', '18')",59.14008642588489
"(2, '24', '2')",51.529598705410265
"(2, '24', '81')",55.33507660625756
"(2, '24', '20')",51.26356498201752
"(2, '24', '31')",56.61810591464149
"(2, '24', '14')",48.028605966724136
"(2, '24', '11')",54.61324188924518
"(2, '24', '22')",inf
"(2, '24', '1')",54.76755453683869
"(2, '24', '27')",50.030065327606366
"(2, '24', '40')",52.929642470720864
"(2, '24', '55')",51.444440256550315
"(2, '24', '44')",55.423436314518625
"(2, '24', '23')",54.466285112094674
"(2, '24', '16')",51.36549153562534
"(2, '24', '10')",50.624061856528776
"(2, '24', '77')",51.20215614962116
"(2, '24', '63')",63.70958076428807
"(2, '24', '4')",55.54841855844741
"(2, '77', '18')",57.76085825990826
"(2, '77', '2')",50.95696597063876
"(2, '77', '81')",55.981982370846055
"(2, '77', '20')",50.68538731879921
"(2, '77', '31')",55.35461078284829
"(2, '77', '14')",49.77893936919377
"(2, '77', '11')",54.561879719093874
"(2, '77', '22')",inf
"(2, '77', '1')",53.43696957318689
"(2, '77', '27')",50.85377702238777
"(2, '77', '40')",50.68818636221481
"(2, '77', '55')",49.60420755194836
"(2, '77', '44')",54.616505150441704
"(2, '77', '23')",53.39627948042699
"(2, '77', '16')",51.10031287769688
"(2, '77', '10')",49.460824902371236
"(2, '77', '24')",55.799368870084585
"(2, '77', '63')",62.772909834779725
"(2, '77', '4')",53.626137683846686
"(2, '63', '18')",59.180957414283846
"(2, '63', '2')",51.59274347706288
"(2, '63', '81')",56.26490481043408
"(2, '63', '20')",51.50692823953519
"(2, '63', '31')",56.63190654876875
"(2, '63', '14')",51.54776686034341
"(2, '63', '11')",53.6199563233456
"(2, '63', '22')",inf
"(2, '63', '1')",54.902247069356335
"(2, '63', '27')",52.95515778382493
"(2, '63', '40')",50.56259110446059
"(2, '63', '55')",49.81645870293067
"(2, '63', '44')",54.44719612719394
"(2, '63', '23')",55.909344433759436
"(2, '63', '16')",52.717348997319085
"(2, '63', '10')",49.22337910740568
"(2, '63', '24')",58.173518506615615
"(2, '63', '77')",50.67159345665482
"(2, '63', '4')",52.619285212326965
"(2, '4', '18')",59.28054478936637
"(2, '4', '2')",50.99253835936756
"(2, '4', '81')",55.99196928868359
"(2, '4', '20')",51.75749999322582
"(2, '4', '31')",55.599449529521316
"(2, '4', '14')",48.76952087414767
"(2, '4', '11')",54.975677750661916
"(2, '4', '22')",inf
"(2, '4', '1')",54.397933739361704
"(2, '4', '27')",53.2234210495007
"(2, '4', '40')",53.039302318029755
"(2, '4', '55')",50.81460491809999
"(2, '4', '44')",53.37146712579329
"(2, '4', '23')",54.28141922177336
